date_id,year,month,day,weekday,is_weekend
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-01,2010,12,1,Wednesday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
2010-12-02,2010,12,2,Thursday,False
